instance_id,repo,difficulty,our_resolved,peer_solve_count,our_unique_resolve,solved_by_any_peer,peer_folders
apache__dubbo-10638,apache/dubbo,medium,True,7,False,True,20250329_MSWE-agent_Claude-3.5-Sonnet(Oct);20250329_MopenHands_Claude-3.5-Sonnet(Oct);20250329_MopenHands_Claude-3.7-Sonnet;20250329_MopenHands_OpenAI-o3-mini-high;20250426_MopenHands_Doubao-1.5-thinking;20260131_InfCode_GPT-5.2;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5
fasterxml__jackson-core-1182,fasterxml/jackson-core,medium,False,7,False,True,20250329_MSWE-agent_Claude-3.7-Sonnet;20250329_MSWE-agent_OpenAI-o3-mini-high;20250329_MagentLess_Claude-3.5-Sonnet(Oct);20250329_MagentLess_DeepSeek-R1;20250426_MSWE-agent_Gemini-2.5-Pro;20250426_MagentLess_Llama-4-Maverick;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5
fasterxml__jackson-databind-4186,fasterxml/jackson-databind,easy,False,7,False,True,20250329_MagentLess_DeepSeek-R1;20250426_MagentLess_Doubao-1.5-thinking;20250426_MagentLess_Gemini-2.5-Pro;20250426_MagentLess_Llama-4-Maverick;20251027_iSWE-OpenModels;20260131_InfCode_GPT-5.2;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5
fasterxml__jackson-databind-4304,fasterxml/jackson-databind,easy,True,7,False,True,20250329_MSWE-agent_Claude-3.7-Sonnet;20250329_MopenHands_Claude-3.7-Sonnet;20250426_MagentLess_Gemini-2.5-Pro;20251201_iSWE_Agent;20260131_InfCode_GPT-5.2;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5;20260327_MSWE-Agent_CodeArts-MiniMax-M2.5
fasterxml__jackson-databind-3851,fasterxml/jackson-databind,medium,True,7,False,True,20250329_MSWE-agent_Claude-3.7-Sonnet;20250329_MSWE-agent_OpenAI-o1;20250329_MSWE-agent_OpenAI-o3-mini-high;20250329_MagentLess_OpenAI-o1;20251027_iSWE-OpenModels;20260131_InfCode_GPT-5.2;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5
fasterxml__jackson-core-1263,fasterxml/jackson-core,medium,True,7,False,True,20250329_MSWE-agent_Claude-3.7-Sonnet;20250329_MopenHands_Claude-3.5-Sonnet(Oct);20250426_MagentLess_Llama-4-Maverick;20250426_MopenHands_Gemini-2.5-Pro;20251027_iSWE-OpenModels;20251201_iSWE_Agent;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5
fasterxml__jackson-databind-4257,fasterxml/jackson-databind,easy,False,8,False,True,20250329_MSWE-agent_Claude-3.5-Sonnet(Oct);20250329_MagentLess_Claude-3.5-Sonnet(Oct);20250329_MagentLess_DeepSeek-R1;20250329_MagentLess_DeepSeek-V3;20250426_MSWE-agent_Gemini-2.5-Pro;20250426_MagentLess_Gemini-2.5-Pro;20260131_InfCode_GPT-5.2;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5
fasterxml__jackson-databind-4048,fasterxml/jackson-databind,medium,True,9,False,True,20250329_MSWE-agent_OpenAI-o3-mini-high;20250329_MagentLess_DeepSeek-R1;20250329_MagentLess_OpenAI-o1;20250329_MopenHands_DeepSeek-R1;20250426_MagentLess_Gemini-2.5-Pro;20251027_iSWE-OpenModels;20251201_iSWE_Agent;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5;20260327_MSWE-Agent_CodeArts-MiniMax-M2.5
fasterxml__jackson-core-964,fasterxml/jackson-core,medium,True,9,False,True,20250329_MSWE-agent_Claude-3.7-Sonnet;20250329_MSWE-agent_GPT-4o-1120;20250329_MSWE-agent_OpenAI-o1;20250426_MagentLess_Gemini-2.5-Pro;20251027_iSWE-OpenModels;20251201_iSWE_Agent;20260131_InfCode_GPT-5.2;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5;20260327_MSWE-Agent_CodeArts-MiniMax-M2.5
google__gson-1555,google/gson,medium,True,9,False,True,20250329_MSWE-agent_Claude-3.5-Sonnet(Oct);20250329_MagentLess_DeepSeek-R1;20250329_MopenHands_Claude-3.7-Sonnet;20250426_MSWE-agent_Gemini-2.5-Pro;20250426_MagentLess_Doubao-1.5-thinking;20251201_iSWE_Agent;20260131_InfCode_GPT-5.2;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5;20260327_MSWE-Agent_CodeArts-MiniMax-M2.5
elastic__logstash-14981,elastic/logstash,medium,False,9,False,True,20250329_MagentLess_DeepSeek-R1;20250329_MagentLess_DeepSeek-V3;20250329_MagentLess_OpenAI-o1;20250329_MagentLess_Qwen2.5-72B-Instruct;20251027_iSWE-OpenModels;20251201_iSWE_Agent;20260131_InfCode_GPT-5.2;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5;20260327_MSWE-Agent_CodeArts-MiniMax-M2.5
fasterxml__jackson-databind-4641,fasterxml/jackson-databind,medium,True,9,False,True,20250329_MagentLess_Claude-3.5-Sonnet(Oct);20250329_MagentLess_Claude-3.7-Sonnet;20250329_MagentLess_DeepSeek-R1;20250329_MagentLess_OpenAI-o1;20250426_MSWE-agent_Gemini-2.5-Pro;20251201_iSWE_Agent;20260131_InfCode_GPT-5.2;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5;20260327_MSWE-Agent_CodeArts-MiniMax-M2.5
fasterxml__jackson-databind-4230,fasterxml/jackson-databind,medium,True,10,False,True,20250329_MSWE-agent_Claude-3.5-Sonnet(Oct);20250329_MSWE-agent_OpenAI-o3-mini-high;20250329_MagentLess_DeepSeek-R1;20250329_MopenHands_Claude-3.5-Sonnet(Oct);20250329_MopenHands_Claude-3.7-Sonnet;20250426_MSWE-agent_Gemini-2.5-Pro;20250426_MagentLess_Gemini-2.5-Pro;20251201_iSWE_Agent;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5;20260327_MSWE-Agent_CodeArts-MiniMax-M2.5
alibaba__fastjson2-2775,alibaba/fastjson2,medium,True,10,False,True,20250329_MSWE-agent_Claude-3.7-Sonnet;20250329_MSWE-agent_OpenAI-o1;20250329_MSWE-agent_OpenAI-o3-mini-high;20250329_MagentLess_Claude-3.5-Sonnet(Oct);20250329_MagentLess_OpenAI-o1;20251027_iSWE-OpenModels;20251201_iSWE_Agent;20260131_InfCode_GPT-5.2;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5;20260327_MSWE-Agent_CodeArts-MiniMax-M2.5
elastic__logstash-14970,elastic/logstash,medium,False,11,False,True,20250329_MSWE-agent_Claude-3.5-Sonnet(Oct);20250329_MSWE-agent_DeepSeek-R1;20250329_MagentLess_DeepSeek-R1;20250329_MagentLess_GPT-4o-1120;20250329_MagentLess_OpenAI-o1;20250329_MagentLess_Qwen2.5-72B-Instruct;20251027_iSWE-OpenModels;20251201_iSWE_Agent;20260131_InfCode_GPT-5.2;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5;20260327_MSWE-Agent_CodeArts-MiniMax-M2.5
fasterxml__jackson-databind-3625,fasterxml/jackson-databind,easy,True,11,False,True,20250329_MSWE-agent_Claude-3.5-Sonnet(Oct);20250329_MagentLess_DeepSeek-R1;20250329_MagentLess_OpenAI-o1;20250329_MopenHands_Claude-3.7-Sonnet;20250426_MagentLess_Doubao-1.5-thinking;20250426_MagentLess_Gemini-2.5-Pro;20250426_MagentLess_Llama-4-Maverick;20251201_iSWE_Agent;20260131_InfCode_GPT-5.2;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5;20260327_MSWE-Agent_CodeArts-MiniMax-M2.5
fasterxml__jackson-databind-4426,fasterxml/jackson-databind,easy,True,11,False,True,20250329_MSWE-agent_Claude-3.7-Sonnet;20250329_MSWE-agent_GPT-4o-1120;20250329_MagentLess_Qwen2.5-72B-Instruct;20250426_MagentLess_Doubao-1.5-thinking;20250426_MagentLess_Llama-4-Maverick;20250426_MopenHands_Doubao-1.5-thinking;20250426_MopenHands_Gemini-2.5-Pro;20251201_iSWE_Agent;20260131_InfCode_GPT-5.2;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5;20260327_MSWE-Agent_CodeArts-MiniMax-M2.5
fasterxml__jackson-databind-3626,fasterxml/jackson-databind,medium,False,12,False,True,20250329_MSWE-agent_Doubao-1.5-pro;20250329_MSWE-agent_GPT-4o-1120;20250329_MSWE-agent_OpenAI-o1;20250329_MagentLess_Claude-3.5-Sonnet(Oct);20250329_MopenHands_Claude-3.5-Sonnet(Oct);20250426_MSWE-agent_Gemini-2.5-Pro;20250426_MagentLess_Gemini-2.5-Pro;20250426_MopenHands_Gemini-2.5-Pro;20251027_iSWE-OpenModels;20251201_iSWE_Agent;20260131_InfCode_GPT-5.2;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5
fasterxml__jackson-core-891,fasterxml/jackson-core,medium,True,12,False,True,20250329_MSWE-agent_Claude-3.7-Sonnet;20250329_MSWE-agent_DeepSeek-R1;20250329_MagentLess_Claude-3.5-Sonnet(Oct);20250329_MagentLess_DeepSeek-R1;20250426_MSWE-agent_Doubao-1.5-thinking;20250426_MSWE-agent_Gemini-2.5-Pro;20250426_MagentLess_Gemini-2.5-Pro;20251027_iSWE-OpenModels;20251201_iSWE_Agent;20260131_InfCode_GPT-5.2;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5;20260327_MSWE-Agent_CodeArts-MiniMax-M2.5
fasterxml__jackson-core-1053,fasterxml/jackson-core,medium,True,12,False,True,20250329_MSWE-agent_Claude-3.7-Sonnet;20250329_MSWE-agent_DeepSeek-R1;20250329_MSWE-agent_OpenAI-o1;20250329_MSWE-agent_OpenAI-o3-mini-high;20250329_MopenHands_Claude-3.7-Sonnet;20250329_MopenHands_OpenAI-o3-mini-high;20250426_MSWE-agent_Gemini-2.5-Pro;20250426_MagentLess_Gemini-2.5-Pro;20251027_iSWE-OpenModels;20251201_iSWE_Agent;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5;20260327_MSWE-Agent_CodeArts-MiniMax-M2.5
google__gson-1391,google/gson,medium,True,13,False,True,20250329_MSWE-agent_Claude-3.5-Sonnet(Oct);20250329_MSWE-agent_Claude-3.7-Sonnet;20250329_MSWE-agent_OpenAI-o1;20250329_MSWE-agent_OpenAI-o3-mini-high;20250329_MopenHands_Claude-3.5-Sonnet(Oct);20250329_MopenHands_Claude-3.7-Sonnet;20250329_MopenHands_DeepSeek-R1;20250329_MopenHands_OpenAI-o1;20250426_MSWE-agent_Gemini-2.5-Pro;20250426_MopenHands_Gemini-2.5-Pro;20251027_iSWE-OpenModels;20260131_InfCode_GPT-5.2;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5
fasterxml__jackson-databind-4072,fasterxml/jackson-databind,easy,True,13,False,True,20250329_MSWE-agent_Claude-3.5-Sonnet(Oct);20250329_MSWE-agent_DeepSeek-R1;20250329_MSWE-agent_DeepSeek-V3;20250329_MSWE-agent_OpenAI-o1;20250329_MagentLess_Claude-3.7-Sonnet;20250329_MagentLess_DeepSeek-R1;20250329_MagentLess_GPT-4o-1120;20250329_MopenHands_GPT-4o-1120;20250426_MSWE-agent_Gemini-2.5-Pro;20250426_MagentLess_Doubao-1.5-thinking;20250426_MopenHands_Doubao-1.5-thinking;20260131_InfCode_GPT-5.2;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5
fasterxml__jackson-databind-4468,fasterxml/jackson-databind,easy,False,14,False,True,20250329_MSWE-agent_Claude-3.5-Sonnet(Oct);20250329_MSWE-agent_Claude-3.7-Sonnet;20250329_MSWE-agent_OpenAI-o1;20250329_MSWE-agent_OpenAI-o3-mini-high;20250329_MopenHands_Claude-3.5-Sonnet(Oct);20250329_MopenHands_Claude-3.7-Sonnet;20250426_MSWE-agent_Doubao-1.5-thinking;20250426_MSWE-agent_Gemini-2.5-Pro;20250426_MopenHands_Gemini-2.5-Pro;20251027_iSWE-OpenModels;20251201_iSWE_Agent;20260131_InfCode_GPT-5.2;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5;20260327_MSWE-Agent_CodeArts-MiniMax-M2.5
alibaba__fastjson2-2559,alibaba/fastjson2,medium,True,14,False,True,20250329_MSWE-agent_Doubao-1.5-pro;20250329_MSWE-agent_GPT-4o-1120;20250329_MagentLess_Claude-3.5-Sonnet(Oct);20250329_MagentLess_Claude-3.7-Sonnet;20250329_MagentLess_DeepSeek-V3;20250329_MagentLess_GPT-4o-1120;20250329_MagentLess_OpenAI-o1;20250329_MopenHands_Claude-3.7-Sonnet;20250329_MopenHands_OpenAI-o3-mini-high;20251027_iSWE-OpenModels;20251201_iSWE_Agent;20260131_InfCode_GPT-5.2;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5;20260327_MSWE-Agent_CodeArts-MiniMax-M2.5
fasterxml__jackson-core-566,fasterxml/jackson-core,medium,False,15,False,True,20250329_MSWE-agent_Claude-3.5-Sonnet(Oct);20250329_MSWE-agent_Claude-3.7-Sonnet;20250329_MSWE-agent_DeepSeek-V3;20250329_MSWE-agent_GPT-4o-1120;20250329_MagentLess_Claude-3.7-Sonnet;20250329_MagentLess_DeepSeek-R1;20250329_MagentLess_GPT-4o-1120;20250329_MagentLess_OpenAI-o1;20250329_MopenHands_Claude-3.5-Sonnet(Oct);20250329_MopenHands_DeepSeek-V3;20250426_MSWE-agent_Gemini-2.5-Pro;20251027_iSWE-OpenModels;20260131_InfCode_GPT-5.2;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5;20260327_MSWE-Agent_CodeArts-MiniMax-M2.5
fasterxml__jackson-databind-4015,fasterxml/jackson-databind,medium,True,15,False,True,20250329_MSWE-agent_OpenAI-o1;20250329_MagentLess_Claude-3.5-Sonnet(Oct);20250329_MagentLess_Claude-3.7-Sonnet;20250329_MagentLess_DeepSeek-R1;20250329_MagentLess_OpenAI-o1;20250329_MopenHands_Claude-3.7-Sonnet;20250329_MopenHands_DeepSeek-V3;20250329_MopenHands_OpenAI-o1;20250426_MSWE-agent_Gemini-2.5-Pro;20250426_MagentLess_Doubao-1.5-thinking;20250426_MagentLess_Gemini-2.5-Pro;20251027_iSWE-OpenModels;20251201_iSWE_Agent;20260131_InfCode_GPT-5.2;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5
fasterxml__jackson-databind-4219,fasterxml/jackson-databind,easy,True,16,False,True,20250329_MSWE-agent_Claude-3.7-Sonnet;20250329_MSWE-agent_DeepSeek-V3;20250329_MSWE-agent_OpenAI-o1;20250329_MagentLess_Claude-3.5-Sonnet(Oct);20250329_MagentLess_Claude-3.7-Sonnet;20250329_MagentLess_DeepSeek-R1;20250329_MagentLess_OpenAI-o1;20250426_MSWE-agent_Gemini-2.5-Pro;20250426_MSWE-agent_Llama-4-Maverick;20250426_MagentLess_Doubao-1.5-thinking;20250426_MagentLess_Gemini-2.5-Pro;20250426_MagentLess_Llama-4-Maverick;20250426_MopenHands_Llama-4-Maverick;20260131_InfCode_GPT-5.2;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5;20260327_MSWE-Agent_CodeArts-MiniMax-M2.5
fasterxml__jackson-databind-4050,fasterxml/jackson-databind,easy,True,18,False,True,20250329_MSWE-agent_Claude-3.7-Sonnet;20250329_MSWE-agent_GPT-4o-1120;20250329_MSWE-agent_OpenAI-o1;20250329_MagentLess_Claude-3.5-Sonnet(Oct);20250329_MagentLess_Claude-3.7-Sonnet;20250329_MagentLess_DeepSeek-R1;20250329_MagentLess_GPT-4o-1120;20250329_MagentLess_OpenAI-o1;20250329_MagentLess_Qwen2.5-72B-Instruct;20250329_MopenHands_Claude-3.7-Sonnet;20250329_MopenHands_GPT-4o-1120;20250426_MSWE-agent_Gemini-2.5-Pro;20250426_MagentLess_Gemini-2.5-Pro;20250426_MagentLess_Llama-4-Maverick;20250426_MopenHands_Gemini-2.5-Pro;20251027_iSWE-OpenModels;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5;20260327_MSWE-Agent_CodeArts-MiniMax-M2.5
google__gson-1703,google/gson,medium,False,18,False,True,20250329_MSWE-agent_Claude-3.5-Sonnet(Oct);20250329_MSWE-agent_Claude-3.7-Sonnet;20250329_MSWE-agent_DeepSeek-V3;20250329_MSWE-agent_Doubao-1.5-pro;20250329_MagentLess_Doubao-1.5-pro;20250329_MagentLess_GPT-4o-1120;20250329_MagentLess_OpenAI-o1;20250329_MagentLess_OpenAI-o3-mini-high;20250329_MopenHands_Claude-3.7-Sonnet;20250329_MopenHands_OpenAI-o3-mini-high;20250426_MSWE-agent_Doubao-1.5-thinking;20250426_MSWE-agent_Gemini-2.5-Pro;20250426_MSWE-agent_Llama-4-Maverick;20250426_MagentLess_Gemini-2.5-Pro;20250426_MagentLess_Llama-4-Maverick;20250426_MopenHands_Gemini-2.5-Pro;20250426_MopenHands_Llama-4-Maverick;20251027_iSWE-OpenModels
fasterxml__jackson-core-1309,fasterxml/jackson-core,medium,False,18,False,True,20250329_MSWE-agent_DeepSeek-R1;20250329_MSWE-agent_OpenAI-o1;20250329_MagentLess_DeepSeek-R1;20250329_MagentLess_DeepSeek-V3;20250329_MagentLess_GPT-4o-1120;20250329_MagentLess_OpenAI-o1;20250329_MopenHands_Claude-3.5-Sonnet(Oct);20250329_MopenHands_Claude-3.7-Sonnet;20250426_MSWE-agent_Doubao-1.5-thinking;20250426_MSWE-agent_Gemini-2.5-Pro;20250426_MagentLess_Doubao-1.5-thinking;20250426_MagentLess_Gemini-2.5-Pro;20250426_MagentLess_Llama-4-Maverick;20251027_iSWE-OpenModels;20251201_iSWE_Agent;20260131_InfCode_GPT-5.2;20260327_CodeArts-Agent_CodeArts-MiniMax-M2.5;20260327_MSWE-Agent_CodeArts-MiniMax-M2.5
